Date,Time,Process,PowerShellCommand_Start,PowerShellCommand_Kill
2024-04-15,15:49:30.203196,igfxCUIServiceN.exe,Start-Process -FilePath 'igfxCUIServiceN.exe' -NoNewWindow -PassThru,Stop-Process -Id 3748 -Force
2024-04-15,15:50:31.248024,PsfLauncher64.exe,Start-Process -FilePath 'PsfLauncher64.exe' -NoNewWindow -PassThru,Stop-Process -Id 16660 -Force
2024-04-15,15:50:31.248024,csrss.exe,Start-Process -FilePath 'csrss.exe' -NoNewWindow -PassThru,Stop-Process -Id 1340 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6352 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12380 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 22112 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2444 -Force
2024-04-15,15:49:30.203196,EpicGamesLauncher.exe,Start-Process -FilePath 'EpicGamesLauncher.exe' -NoNewWindow -PassThru,Stop-Process -Id 2472 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12380 -Force
2024-04-15,15:49:30.203196,LinkedIn.exe,Start-Process -FilePath 'LinkedIn.exe' -NoNewWindow -PassThru,Stop-Process -Id 19196 -Force
2024-04-15,15:50:31.248024,wininit.exe,Start-Process -FilePath 'wininit.exe' -NoNewWindow -PassThru,Stop-Process -Id 1428 -Force
2024-04-15,15:50:31.248024,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 17440 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 12904 -Force
2024-04-15,15:50:31.248024,XboxGameBarWidgets.exe,Start-Process -FilePath 'XboxGameBarWidgets.exe' -NoNewWindow -PassThru,Stop-Process -Id 17916 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 21016 -Force
2024-04-15,15:50:31.248024,unsecapp.exe,Start-Process -FilePath 'unsecapp.exe' -NoNewWindow -PassThru,Stop-Process -Id 6680 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8364 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 3932 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5148 -Force
2024-04-15,15:50:31.248024,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3768 -Force
2024-04-15,15:49:30.203196,sh.exe,Start-Process -FilePath 'sh.exe' -NoNewWindow -PassThru,Stop-Process -Id 8264 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 20916 -Force
2024-04-15,15:49:30.203196,SecurityHealthSystray.exe,Start-Process -FilePath 'SecurityHealthSystray.exe' -NoNewWindow -PassThru,Stop-Process -Id 13760 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 15952 -Force
2024-04-15,15:49:30.203196,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 13932 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5148 -Force
2024-04-15,15:49:30.203196,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1776 -Force
2024-04-15,15:50:31.248024,jhi_service.exe,Start-Process -FilePath 'jhi_service.exe' -NoNewWindow -PassThru,Stop-Process -Id 5780 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 2620 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 11660 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2000 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 23680 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 4024 -Force
2024-04-15,15:50:31.248024,MAFSvr.exe,Start-Process -FilePath 'MAFSvr.exe' -NoNewWindow -PassThru,Stop-Process -Id 4888 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 19032 -Force
2024-04-15,15:49:30.203196,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 19660 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2232 -Force
2024-04-15,15:49:30.203196,Widgets.exe,Start-Process -FilePath 'Widgets.exe' -NoNewWindow -PassThru,Stop-Process -Id 10044 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 3340 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2844 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2376 -Force
2024-04-15,15:50:31.248024,OneDrive.exe,Start-Process -FilePath 'OneDrive.exe' -NoNewWindow -PassThru,Stop-Process -Id 21652 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 13164 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 13992 -Force
2024-04-15,15:50:31.248024,GoogleCrashHandler64.exe,Start-Process -FilePath 'GoogleCrashHandler64.exe' -NoNewWindow -PassThru,Stop-Process -Id 11740 -Force
2024-04-15,15:50:31.248024,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11912 -Force
2024-04-15,15:49:30.203196,System,Start-Process -FilePath 'System' -NoNewWindow -PassThru,Stop-Process -Id 4 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1896 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 848 -Force
2024-04-15,15:49:30.203196,IGCC.exe,Start-Process -FilePath 'IGCC.exe' -NoNewWindow -PassThru,Stop-Process -Id 27440 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 13164 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1896 -Force
2024-04-15,15:49:30.203196,igfxEMN.exe,Start-Process -FilePath 'igfxEMN.exe' -NoNewWindow -PassThru,Stop-Process -Id 8208 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3036 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12524 -Force
2024-04-15,15:49:30.203196,RtkAudUService64.exe,Start-Process -FilePath 'RtkAudUService64.exe' -NoNewWindow -PassThru,Stop-Process -Id 10144 -Force
2024-04-15,15:50:31.248024,System Idle Process,Start-Process -FilePath 'System Idle Process' -NoNewWindow -PassThru,Stop-Process -Id 0 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8220 -Force
2024-04-15,15:49:30.203196,smss.exe,Start-Process -FilePath 'smss.exe' -NoNewWindow -PassThru,Stop-Process -Id 652 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3252 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9948 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 18704 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 23012 -Force
2024-04-15,15:50:31.248024,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 6504 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 15500 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3252 -Force
2024-04-15,15:50:31.248024,winlogon.exe,Start-Process -FilePath 'winlogon.exe' -NoNewWindow -PassThru,Stop-Process -Id 1604 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9948 -Force
2024-04-15,15:50:31.248024,SystemSettingsBroker.exe,Start-Process -FilePath 'SystemSettingsBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 4620 -Force
2024-04-15,15:49:30.203196,git.exe,Start-Process -FilePath 'git.exe' -NoNewWindow -PassThru,Stop-Process -Id 26968 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 12212 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 6588 -Force
2024-04-15,15:49:30.203196,RtkAudUService64.exe,Start-Process -FilePath 'RtkAudUService64.exe' -NoNewWindow -PassThru,Stop-Process -Id 13844 -Force
2024-04-15,15:49:30.203196,mongod.exe,Start-Process -FilePath 'mongod.exe' -NoNewWindow -PassThru,Stop-Process -Id 5068 -Force
2024-04-15,15:49:30.203196,SearchIndexer.exe,Start-Process -FilePath 'SearchIndexer.exe' -NoNewWindow -PassThru,Stop-Process -Id 10532 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 15964 -Force
2024-04-15,15:50:31.248024,TbtP2pShortcutService.exe,Start-Process -FilePath 'TbtP2pShortcutService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5296 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2240 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2712 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 4968 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 14600 -Force
2024-04-15,15:50:31.248024,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 10188 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5116 -Force
2024-04-15,15:49:30.203196,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 13916 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2672 -Force
2024-04-15,15:49:30.203196,WMIRegistrationService.exe,Start-Process -FilePath 'WMIRegistrationService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5312 -Force
2024-04-15,15:50:31.248024,dwm.exe,Start-Process -FilePath 'dwm.exe' -NoNewWindow -PassThru,Stop-Process -Id 1556 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 5256 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 21348 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5116 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 8444 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2672 -Force
2024-04-15,15:50:31.248024,RtkAudUService64.exe,Start-Process -FilePath 'RtkAudUService64.exe' -NoNewWindow -PassThru,Stop-Process -Id 4896 -Force
2024-04-15,15:50:31.248024,AggregatorHost.exe,Start-Process -FilePath 'AggregatorHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8168 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7032 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 20540 -Force
2024-04-15,15:49:30.203196,explorer.exe,Start-Process -FilePath 'explorer.exe' -NoNewWindow -PassThru,Stop-Process -Id 8728 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 22036 -Force
2024-04-15,15:49:30.203196,CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.tmp,Start-Process -FilePath 'CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.tmp' -NoNewWindow -PassThru,Stop-Process -Id 24416 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 17660 -Force
2024-04-15,15:49:30.203196,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 8876 -Force
2024-04-15,15:49:30.203196,IntelCpHDCPSvc.exe,Start-Process -FilePath 'IntelCpHDCPSvc.exe' -NoNewWindow -PassThru,Stop-Process -Id 2428 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 19660 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8872 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 5768 -Force
2024-04-15,15:50:31.248024,LinkedIn.exe,Start-Process -FilePath 'LinkedIn.exe' -NoNewWindow -PassThru,Stop-Process -Id 19196 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 5740 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 23244 -Force
2024-04-15,15:49:30.203196,MiService.exe,Start-Process -FilePath 'MiService.exe' -NoNewWindow -PassThru,Stop-Process -Id 4952 -Force
2024-04-15,15:50:31.248024,AIoT.exe,Start-Process -FilePath 'AIoT.exe' -NoNewWindow -PassThru,Stop-Process -Id 13948 -Force
2024-04-15,15:50:31.248024,EpicWebHelper.exe,Start-Process -FilePath 'EpicWebHelper.exe' -NoNewWindow -PassThru,Stop-Process -Id 8836 -Force
2024-04-15,15:50:31.248024,System,Start-Process -FilePath 'System' -NoNewWindow -PassThru,Stop-Process -Id 4 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 17012 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4064 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 13212 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2336 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7980 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 16280 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4640 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4064 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2264 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7124 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 16492 -Force
2024-04-15,15:50:31.248024,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 13108 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7980 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 6816 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4640 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9016 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2264 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2180 -Force
2024-04-15,15:49:30.203196,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 24084 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2972 -Force
2024-04-15,15:49:30.203196,smartscreen.exe,Start-Process -FilePath 'smartscreen.exe' -NoNewWindow -PassThru,Stop-Process -Id 9036 -Force
2024-04-15,15:49:30.203196,NisSrv.exe,Start-Process -FilePath 'NisSrv.exe' -NoNewWindow -PassThru,Stop-Process -Id 2020 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4460 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 27408 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8416 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3012 -Force
2024-04-15,15:49:30.203196,os_server.exe,Start-Process -FilePath 'os_server.exe' -NoNewWindow -PassThru,Stop-Process -Id 16688 -Force
2024-04-15,15:50:31.248024,MemCompression,Start-Process -FilePath 'MemCompression' -NoNewWindow -PassThru,Stop-Process -Id 3508 -Force
2024-04-15,15:49:30.203196,LsaIso.exe,Start-Process -FilePath 'LsaIso.exe' -NoNewWindow -PassThru,Stop-Process -Id 1520 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3012 -Force
2024-04-15,15:50:31.248024,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1784 -Force
2024-04-15,15:49:30.203196,wslservice.exe,Start-Process -FilePath 'wslservice.exe' -NoNewWindow -PassThru,Stop-Process -Id 5192 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 19380 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 23932 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 4576 -Force
2024-04-15,15:50:31.248024,mysqld.exe,Start-Process -FilePath 'mysqld.exe' -NoNewWindow -PassThru,Stop-Process -Id 4940 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 10208 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 17732 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 16484 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 23104 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 8640 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 9448 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11296 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 18288 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 17732 -Force
2024-04-15,15:50:31.248024,CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.tmp,Start-Process -FilePath 'CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.tmp' -NoNewWindow -PassThru,Stop-Process -Id 24416 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 23748 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11296 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 10968 -Force
2024-04-15,15:49:30.203196,ctfmon.exe,Start-Process -FilePath 'ctfmon.exe' -NoNewWindow -PassThru,Stop-Process -Id 11388 -Force
2024-04-15,15:50:31.248024,sihost.exe,Start-Process -FilePath 'sihost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6460 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 11812 -Force
2024-04-15,15:50:31.248024,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 14740 -Force
2024-04-15,15:50:31.248024,Registry,Start-Process -FilePath 'Registry' -NoNewWindow -PassThru,Stop-Process -Id 148 -Force
2024-04-15,15:50:31.248024,MoNotificationUx.exe,Start-Process -FilePath 'MoNotificationUx.exe' -NoNewWindow -PassThru,Stop-Process -Id 15620 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2072 -Force
2024-04-15,15:50:31.248024,LocationNotificationWindows.exe,Start-Process -FilePath 'LocationNotificationWindows.exe' -NoNewWindow -PassThru,Stop-Process -Id 10080 -Force
2024-04-15,15:50:31.248024,mysqld.exe,Start-Process -FilePath 'mysqld.exe' -NoNewWindow -PassThru,Stop-Process -Id 5904 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 10836 -Force
2024-04-15,15:49:30.203196,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 10432 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7100 -Force
2024-04-15,15:50:31.248024,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 12732 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 16988 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 15844 -Force
2024-04-15,15:50:31.248024,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 14748 -Force
2024-04-15,15:49:30.203196,esif_uf.exe,Start-Process -FilePath 'esif_uf.exe' -NoNewWindow -PassThru,Stop-Process -Id 4996 -Force
2024-04-15,15:50:31.248024,IntelAudioService.exe,Start-Process -FilePath 'IntelAudioService.exe' -NoNewWindow -PassThru,Stop-Process -Id 4800 -Force
2024-04-15,15:50:31.248024,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 14868 -Force
2024-04-15,15:49:30.203196,csrss.exe,Start-Process -FilePath 'csrss.exe' -NoNewWindow -PassThru,Stop-Process -Id 1340 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 25568 -Force
2024-04-15,15:50:31.248024,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 20996 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3020 -Force
