Date,Time,Process,PowerShellCommand_Start,PowerShellCommand_Kill
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12548 -Force
2024-04-15,15:50:31.248024,WidgetService.exe,Start-Process -FilePath 'WidgetService.exe' -NoNewWindow -PassThru,Stop-Process -Id 13244 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8032 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 21724 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 18056 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 18468 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 280 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5060 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8032 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1644 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 17648 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 18468 -Force
2024-04-15,15:50:31.248024,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 14408 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 3340 -Force
2024-04-15,15:50:31.248024,igfxCUIServiceN.exe,Start-Process -FilePath 'igfxCUIServiceN.exe' -NoNewWindow -PassThru,Stop-Process -Id 3748 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5060 -Force
2024-04-15,15:50:31.248024,TextInputHost.exe,Start-Process -FilePath 'TextInputHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4200 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 10132 -Force
2024-04-15,15:49:30.203196,GoogleCrashHandler.exe,Start-Process -FilePath 'GoogleCrashHandler.exe' -NoNewWindow -PassThru,Stop-Process -Id 11700 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1644 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8364 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 17648 -Force
2024-04-15,15:50:31.248024,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1956 -Force
2024-04-15,15:50:31.248024,LMS.exe,Start-Process -FilePath 'LMS.exe' -NoNewWindow -PassThru,Stop-Process -Id 4960 -Force
2024-04-15,15:50:31.248024,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 13212 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 8412 -Force
2024-04-15,15:49:30.203196,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3768 -Force
2024-04-15,15:49:30.203196,DtsApo4Service.exe,Start-Process -FilePath 'DtsApo4Service.exe' -NoNewWindow -PassThru,Stop-Process -Id 4740 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 25008 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 21392 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 19460 -Force
2024-04-15,15:49:30.203196,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 2620 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 5776 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2556 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2232 -Force
2024-04-15,15:49:30.203196,taskhostw.exe,Start-Process -FilePath 'taskhostw.exe' -NoNewWindow -PassThru,Stop-Process -Id 8396 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2556 -Force
2024-04-15,15:49:30.203196,OfficeClickToRun.exe,Start-Process -FilePath 'OfficeClickToRun.exe' -NoNewWindow -PassThru,Stop-Process -Id 4764 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 27080 -Force
2024-04-15,15:49:30.203196,WmiPrvSE.exe,Start-Process -FilePath 'WmiPrvSE.exe' -NoNewWindow -PassThru,Stop-Process -Id 7012 -Force
2024-04-15,15:49:30.203196,sh.exe,Start-Process -FilePath 'sh.exe' -NoNewWindow -PassThru,Stop-Process -Id 20748 -Force
2024-04-15,15:50:31.248024,sh.exe,Start-Process -FilePath 'sh.exe' -NoNewWindow -PassThru,Stop-Process -Id 21368 -Force
2024-04-15,15:50:31.248024,SearchHost.exe,Start-Process -FilePath 'SearchHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9936 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 23104 -Force
2024-04-15,15:49:30.203196,XboxPcAppFT.exe,Start-Process -FilePath 'XboxPcAppFT.exe' -NoNewWindow -PassThru,Stop-Process -Id 4172 -Force
2024-04-15,15:49:30.203196,fontdrvhost.exe,Start-Process -FilePath 'fontdrvhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1756 -Force
2024-04-15,15:50:31.248024,EpicGamesLauncher.exe,Start-Process -FilePath 'EpicGamesLauncher.exe' -NoNewWindow -PassThru,Stop-Process -Id 2472 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3096 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8220 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 13720 -Force
2024-04-15,15:50:31.248024,wlanext.exe,Start-Process -FilePath 'wlanext.exe' -NoNewWindow -PassThru,Stop-Process -Id 6988 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 20300 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 15836 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 11812 -Force
2024-04-15,15:50:31.248024,IGCC.exe,Start-Process -FilePath 'IGCC.exe' -NoNewWindow -PassThru,Stop-Process -Id 27440 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 5884 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 20916 -Force
2024-04-15,15:49:30.203196,OneApp.IGCC.WinService.exe,Start-Process -FilePath 'OneApp.IGCC.WinService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5124 -Force
2024-04-15,15:49:30.203196,AggregatorHost.exe,Start-Process -FilePath 'AggregatorHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8168 -Force
2024-04-15,15:50:31.248024,SecurityHealthSystray.exe,Start-Process -FilePath 'SecurityHealthSystray.exe' -NoNewWindow -PassThru,Stop-Process -Id 13760 -Force
2024-04-15,15:49:30.203196,,Start-Process -FilePath '' -NoNewWindow -PassThru,Stop-Process -Id 108 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 8900 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 19800 -Force
2024-04-15,15:49:30.203196,spoolsv.exe,Start-Process -FilePath 'spoolsv.exe' -NoNewWindow -PassThru,Stop-Process -Id 4556 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 11596 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12604 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9228 -Force
2024-04-15,15:50:31.248024,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1776 -Force
2024-04-15,15:50:31.248024,WUDFHost.exe,Start-Process -FilePath 'WUDFHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3992 -Force
2024-04-15,15:50:31.248024,RtkAudUService64.exe,Start-Process -FilePath 'RtkAudUService64.exe' -NoNewWindow -PassThru,Stop-Process -Id 10144 -Force
2024-04-15,15:50:31.248024,esif_uf.exe,Start-Process -FilePath 'esif_uf.exe' -NoNewWindow -PassThru,Stop-Process -Id 4996 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 16264 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12604 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9228 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 22036 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 16264 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4404 -Force
2024-04-15,15:49:30.203196,dllhost.exe,Start-Process -FilePath 'dllhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 17112 -Force
2024-04-15,15:49:30.203196,SearchHost.exe,Start-Process -FilePath 'SearchHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9936 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6008 -Force
2024-04-15,15:50:31.248024,git.exe,Start-Process -FilePath 'git.exe' -NoNewWindow -PassThru,Stop-Process -Id 26968 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 280 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2376 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4404 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6484 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4348 -Force
2024-04-15,15:50:31.248024,RtkAudUService64.exe,Start-Process -FilePath 'RtkAudUService64.exe' -NoNewWindow -PassThru,Stop-Process -Id 13844 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7228 -Force
2024-04-15,15:50:31.248024,mongod.exe,Start-Process -FilePath 'mongod.exe' -NoNewWindow -PassThru,Stop-Process -Id 5068 -Force
2024-04-15,15:50:31.248024,git.exe,Start-Process -FilePath 'git.exe' -NoNewWindow -PassThru,Stop-Process -Id 13960 -Force
2024-04-15,15:50:31.248024,GoogleCrashHandler.exe,Start-Process -FilePath 'GoogleCrashHandler.exe' -NoNewWindow -PassThru,Stop-Process -Id 11700 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 18176 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 13932 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6484 -Force
2024-04-15,15:49:30.203196,python.exe,Start-Process -FilePath 'python.exe' -NoNewWindow -PassThru,Stop-Process -Id 17440 -Force
2024-04-15,15:50:31.248024,MiService.exe,Start-Process -FilePath 'MiService.exe' -NoNewWindow -PassThru,Stop-Process -Id 4952 -Force
2024-04-15,15:49:30.203196,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 19792 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 25008 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3036 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 4024 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3112 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 23012 -Force
2024-04-15,15:49:30.203196,services.exe,Start-Process -FilePath 'services.exe' -NoNewWindow -PassThru,Stop-Process -Id 1500 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3356 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3808 -Force
2024-04-15,15:50:31.248024,Intel_PIE_Service.exe,Start-Process -FilePath 'Intel_PIE_Service.exe' -NoNewWindow -PassThru,Stop-Process -Id 7212 -Force
2024-04-15,15:49:30.203196,EpicWebHelper.exe,Start-Process -FilePath 'EpicWebHelper.exe' -NoNewWindow -PassThru,Stop-Process -Id 22316 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3112 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3356 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3808 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 26668 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 16840 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2400 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3976 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 8876 -Force
2024-04-15,15:49:30.203196,PsfLauncher64.exe,Start-Process -FilePath 'PsfLauncher64.exe' -NoNewWindow -PassThru,Stop-Process -Id 16660 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2400 -Force
2024-04-15,15:49:30.203196,EpicWebHelper.exe,Start-Process -FilePath 'EpicWebHelper.exe' -NoNewWindow -PassThru,Stop-Process -Id 8836 -Force
2024-04-15,15:50:31.248024,GoogleDriveFS.exe,Start-Process -FilePath 'GoogleDriveFS.exe' -NoNewWindow -PassThru,Stop-Process -Id 14540 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3976 -Force
2024-04-15,15:50:31.248024,SearchIndexer.exe,Start-Process -FilePath 'SearchIndexer.exe' -NoNewWindow -PassThru,Stop-Process -Id 10532 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2240 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 6136 -Force
2024-04-15,15:50:31.248024,XboxPcAppFT.exe,Start-Process -FilePath 'XboxPcAppFT.exe' -NoNewWindow -PassThru,Stop-Process -Id 4172 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 5208 -Force
2024-04-15,15:50:31.248024,smss.exe,Start-Process -FilePath 'smss.exe' -NoNewWindow -PassThru,Stop-Process -Id 652 -Force
2024-04-15,15:49:30.203196,UserOOBEBroker.exe,Start-Process -FilePath 'UserOOBEBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 17528 -Force
2024-04-15,15:50:31.248024,sh.exe,Start-Process -FilePath 'sh.exe' -NoNewWindow -PassThru,Stop-Process -Id 8264 -Force
2024-04-15,15:49:30.203196,OSDUtility.exe,Start-Process -FilePath 'OSDUtility.exe' -NoNewWindow -PassThru,Stop-Process -Id 7628 -Force
2024-04-15,15:49:30.203196,SecurityHealthService.exe,Start-Process -FilePath 'SecurityHealthService.exe' -NoNewWindow -PassThru,Stop-Process -Id 13788 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 2972 -Force
2024-04-15,15:50:31.248024,Lively.exe,Start-Process -FilePath 'Lively.exe' -NoNewWindow -PassThru,Stop-Process -Id 16028 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 2200 -Force
2024-04-15,15:49:30.203196,RuntimeBroker.exe,Start-Process -FilePath 'RuntimeBroker.exe' -NoNewWindow -PassThru,Stop-Process -Id 9128 -Force
2024-04-15,15:49:30.203196,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 21016 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11084 -Force
2024-04-15,15:49:30.203196,csrss.exe,Start-Process -FilePath 'csrss.exe' -NoNewWindow -PassThru,Stop-Process -Id 1436 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 3932 -Force
2024-04-15,15:49:30.203196,LockApp.exe,Start-Process -FilePath 'LockApp.exe' -NoNewWindow -PassThru,Stop-Process -Id 26444 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 6588 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 11084 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 20540 -Force
2024-04-15,15:50:31.248024,spoolsv.exe,Start-Process -FilePath 'spoolsv.exe' -NoNewWindow -PassThru,Stop-Process -Id 4556 -Force
2024-04-15,15:49:30.203196,MemCompression,Start-Process -FilePath 'MemCompression' -NoNewWindow -PassThru,Stop-Process -Id 3508 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 7340 -Force
2024-04-15,15:50:31.248024,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 17660 -Force
2024-04-15,15:50:31.248024,msedge.exe,Start-Process -FilePath 'msedge.exe' -NoNewWindow -PassThru,Stop-Process -Id 24084 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 10208 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 22112 -Force
2024-04-15,15:49:30.203196,dptf_helper.exe,Start-Process -FilePath 'dptf_helper.exe' -NoNewWindow -PassThru,Stop-Process -Id 8156 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1744 -Force
2024-04-15,15:50:31.248024,MsMpEng.exe,Start-Process -FilePath 'MsMpEng.exe' -NoNewWindow -PassThru,Stop-Process -Id 2424 -Force
2024-04-15,15:49:30.203196,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 12548 -Force
2024-04-15,15:49:30.203196,CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.exe,Start-Process -FilePath 'CodeSetup-stable-e170252f762678dec6ca2cc69aba1570769a5d39.exe' -NoNewWindow -PassThru,Stop-Process -Id 884 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 8872 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 21724 -Force
2024-04-15,15:49:30.203196,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 24680 -Force
2024-04-15,15:50:31.248024,powershell.exe,Start-Process -FilePath 'powershell.exe' -NoNewWindow -PassThru,Stop-Process -Id 25568 -Force
2024-04-15,15:49:30.203196,MsMpEng.exe,Start-Process -FilePath 'MsMpEng.exe' -NoNewWindow -PassThru,Stop-Process -Id 2424 -Force
2024-04-15,15:49:30.203196,XboxGameBarWidgets.exe,Start-Process -FilePath 'XboxGameBarWidgets.exe' -NoNewWindow -PassThru,Stop-Process -Id 17916 -Force
2024-04-15,15:50:31.248024,WMIRegistrationService.exe,Start-Process -FilePath 'WMIRegistrationService.exe' -NoNewWindow -PassThru,Stop-Process -Id 5312 -Force
2024-04-15,15:49:30.203196,OneDrive.exe,Start-Process -FilePath 'OneDrive.exe' -NoNewWindow -PassThru,Stop-Process -Id 21652 -Force
2024-04-15,15:49:30.203196,lsass.exe,Start-Process -FilePath 'lsass.exe' -NoNewWindow -PassThru,Stop-Process -Id 1536 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3284 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 18176 -Force
2024-04-15,15:49:30.203196,fontdrvhost.exe,Start-Process -FilePath 'fontdrvhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 1760 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3604 -Force
2024-04-15,15:49:30.203196,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 21324 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3472 -Force
2024-04-15,15:49:30.203196,jhi_service.exe,Start-Process -FilePath 'jhi_service.exe' -NoNewWindow -PassThru,Stop-Process -Id 5780 -Force
2024-04-15,15:50:31.248024,ApplicationFrameHost.exe,Start-Process -FilePath 'ApplicationFrameHost.exe' -NoNewWindow -PassThru,Stop-Process -Id 14756 -Force
2024-04-15,15:49:30.203196,chrome.exe,Start-Process -FilePath 'chrome.exe' -NoNewWindow -PassThru,Stop-Process -Id 11660 -Force
2024-04-15,15:50:31.248024,msedgewebview2.exe,Start-Process -FilePath 'msedgewebview2.exe' -NoNewWindow -PassThru,Stop-Process -Id 19792 -Force
2024-04-15,15:49:30.203196,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4720 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3472 -Force
2024-04-15,15:50:31.248024,Widgets.exe,Start-Process -FilePath 'Widgets.exe' -NoNewWindow -PassThru,Stop-Process -Id 10044 -Force
2024-04-15,15:49:30.203196,MAFSvr.exe,Start-Process -FilePath 'MAFSvr.exe' -NoNewWindow -PassThru,Stop-Process -Id 4888 -Force
2024-04-15,15:49:30.203196,WhatsApp.exe,Start-Process -FilePath 'WhatsApp.exe' -NoNewWindow -PassThru,Stop-Process -Id 12424 -Force
2024-04-15,15:50:31.248024,conhost.exe,Start-Process -FilePath 'conhost.exe' -NoNewWindow -PassThru,Stop-Process -Id 9016 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 4720 -Force
2024-04-15,15:50:31.248024,taskhostw.exe,Start-Process -FilePath 'taskhostw.exe' -NoNewWindow -PassThru,Stop-Process -Id 21288 -Force
2024-04-15,15:50:31.248024,NisSrv.exe,Start-Process -FilePath 'NisSrv.exe' -NoNewWindow -PassThru,Stop-Process -Id 2020 -Force
2024-04-15,15:50:31.248024,svchost.exe,Start-Process -FilePath 'svchost.exe' -NoNewWindow -PassThru,Stop-Process -Id 3020 -Force
2024-04-15,15:50:31.248024,Code.exe,Start-Process -FilePath 'Code.exe' -NoNewWindow -PassThru,Stop-Process -Id 16196 -Force
